Name,Price
Lenovo K5 2018 (32GB),"139,00 €"
Sony Xperia XZ2 Dual (64GB),"529,00 €"
Nokia 150 Dual,"27,43 €"
Nokia 8 Sirocco (128GB),"599,03 €"
FlameFox Care1,"16,43 €"
Motorola Moto X4 (32GB),"156,16 €"
BlackView BV9500 Pro (128GB),"374,99 €"
Doogee BL5000 (64GB),"183,50 €"
HomTom Zoji Z33 (32GB),"164,00 €"
L8STAR GTStar BM50,"20,88 €"
Honor 7S (16GB),"84,75 €"
Meizu M6 (16GB),"84,79 €"
TP-LINK Neffos Y5 (16GB),"82,70 €"
Vertex K205,"65,90 €"
BlackView BV9600 Pro (128GB),"360,00 €"
Alcatel 1C 2019 (8GB),"52,40 €"
Oukitel C8 4G (16GB),"87,70 €"
Thomson Serea 63,"58,70 €"
Asus ZenFone 3 Max (ZC553KL) (32GB),"159,00 €"
Oukitel C8 3G (16GB),"81,50 €"
MaxCom MM142,"21,99 €"
Leagoo KIICAA Power (16GB),"80,00 €"
General Mobile GM 6 (32GB),"122,60 €"
BlackView A20 (8GB),"50,54 €"
Alcatel 3025,"59,90 €"
Ulefone Armor 3 (64GB),"259,00 €"
Sony Xperia XA1 Plus (32GB),"158,62 €"
Energizer Hardcase H550S (32GB),"354,00 €"
Blu Tank 2.4 Torch,"32,90 €"
Asus Zenfone Max Pro M2 (128GB),"369,00 €"
Xiaomi Mi Mix 2 Special Edition (128GB),"381,18 €"
Oukitel WP5000 (64GB),"299,00 €"
MaxCom MM825,"59,99 €"
Nokia 2.1 (8GB),"94,00 €"
Huawei P10 Plus Dual (128GB),"407,00 €"
Energizer Energy E520 LTE Dual (16GB),"226,99 €"
BlackView BV5800 Pro (16GB),"156,00 €"
Oppo RX17 Neo (128GB),"348,00 €"
FlameFox Easy3,"11,30 €"
Huawei Honor 6a (16GB),"144,00 €"
LG K11 Plus (32GB),"123,90 €"
CAT S60 (32GB),"361,10 €"
BlackView BV8000 Pro (64GB),"228,99 €"
Oukitel U15 Pro (32GB),"149,89 €"
Ulefone Armor X (16GB),"135,99 €"
Doogee X11 (8GB),"47,59 €"
MLS Liberal (64GB),"157,64 €"
TP-LINK Neffos X1 (16GB),"127,90 €"
Thomson TLINK T12,"29,00 €"
Samsung Galaxy S8+ Dual (64GB),"473,00 €"
Doogee S40 (16GB),"136,60 €"
eStar S20,"39,99 €"
Sony Xperia XZ3 (64GB),"548,00 €"
AGM A8 (32GB),"169,00 €"
HomTom Zoji Z11 (64GB),"214,00 €"
Powertech Sentry,"31,65 €"
Asus ZenFone 3 Max (32GB) (ZC520TL),"148,00 €"
TP-LINK Neffos C5 Max (16GB),"129,00 €"
BlackView A60 Pro (16GB),"108,80 €"
MLS Easy Flip (8GB),"92,93 €"
MaxCom MS571 (32GB),"249,98 €"
MyPhone Halo 2,"34,90 €"
Lenovo Moto Z Dual (32GB),"284,00 €"
Sony Xperia E5 (16GB),"88,32 €"
CAT B35 (4GB),"94,25 €"
Nokia 5.1 (32GB),"126,38 €"
ZTE Blade L130 (8GB),"49,90 €"
Blu Tank JR Plus,"29,90 €"
Ulefone Vienna (32GB),"111,73 €"
Motorola Moto Z3 Play Dual (64GB),"216,32 €"
LG V30 Dual (64GB),"312,80 €"
MLS DX 4G (16GB),"99,00 €"
Xiaomi Mi Mix 2 (128GB),"333,86 €"
LG Q6 Dual (3GB/32GB),"170,00 €"
Lenovo K5 Pro (64GB),"185,00 €"
Xiaomi Qin 1S (512MB),"43,38 €"
Doogee S55 (64GB),"188,99 €"
ZTE Blade L110 (8GB),"48,00 €"
Lenovo Moto M Dual (3GB/32GB),"276,50 €"
L8STAR BM70,"23,97 €"
Hisense Infinity F17 3G (16GB),"79,99 €"
Motorola Moto G6 (64GB),"212,80 €"
Evelatus Samson,"39,50 €"
MaxCom Strong MM917,"74,99 €"
Ulefone Power 3L (16GB),"98,58 €"
Lenovo Moto Z Play (32GB),"249,00 €"
Alcatel OneTouch 1016G,"14,88 €"
Archos Core 62S (16GB),"82,01 €"
Sony Xperia XZ1 Dual (64GB),"420,00 €"
MaxCom MM36D,"49,98 €"
Alcatel Shine Lite (16GB),"145,01 €"
Blackberry Evolve (64GB),"322,00 €"
Oukitel K7 Power (16GB),"169,99 €"
Cubot Manito (16GB),"89,00 €"
Vivo Nex Dual Display (128GB),"850,00 €"
MaxCom MM35D,"39,99 €"
Apple iPhone 6s Plus (128GB),"499,90 €"
Lenovo Moto C (3G) (8GB),"79,00 €"
Asus ROG Phone (128GB),"1.079,00 €"
MaxCom MM471,"37,99 €"
Samsung Galaxy Note 8 Dual (128GB),"840,00 €"
Asus Zenfone Live (16GB),"138,00 €"
TP-LINK Neffos Y50 (8GB),"47,78 €"
Blu Studio Mega (8GB),"97,76 €"
Blu Grand XL LTE (16GB),"132,58 €"
Blu Grand XL (8GB),"91,07 €"
Blu Studio J8 LTE (16GB),"127,22 €"
Meiigoo S8 (64GB),"239,00 €"
Bea-fon SL640,"86,80 €"
Asus Zenfone 4 (6GB/64GB) (ZE554KL),"275,00 €"
Google Pixel 3 (128GB),"818,90 €"
Alcatel 1C Dual (16GB),"79,00 €"
Samsung Galaxy Note 8 Dual (256GB),"950,00 €"
Samsung Galaxy A7 (2018) Dual (128GB),"270,00 €"
Techmade Tech Smart PM280,"18,00 €"
L8STAR BM30,"17,85 €"
Fluo Z (64GB),"128,90 €"
Fluo K (16GB),"69,01 €"
Sony Xperia Z5 Dual (32GB),"255,00 €"
Emporia Prime,"111,94 €"
Asus ZenFone 4 Selfie Pro (ZD552KL),"375,00 €"
Nokia 6.1 (64GB),"280,00 €"
Meizu 15 Lite Dual (32GB),"235,00 €"
Bea-fon C350,"42,47 €"
AllCall Madrid 3G (8GB),"57,90 €"
VKworld T5 SE (8GB),"49,90 €"
Elephone P9000E (32GB),"237,00 €"
Huawei Mate 20 (4GB/128GB),"382,72 €"
Nokia 6 Dual (64GB),"260,00 €"
Blaupunkt TX 01 (32GB),"166,83 €"
Sony Xperia XZ2 Compact (64GB),"429,00 €"
Oukitel U25 Pro (64GB),"159,00 €"
Meizu M15 (64GB),"337,00 €"
Meizu X8 (64GB),"240,00 €"
Doogee S70 Lite (64GB),"279,99 €"
Motorola Moto G6 Play Dual (32GB),"126,00 €"
MaxCom Comfort MM750,"54,99 €"
Samsung Galaxy S10+ (512GB),"1.290,00 €"
MaxCom Comfort MM751,"69,99 €"
Nokia 230 Dual,"48,99 €"
Fluo X2 Max (32GB),"139,00 €"
MaxCom Classic MM134,"18,99 €"
Lenovo Moto M Dual (4GB/32GB),"140,64 €"
Doogee S70 (64GB),"312,00 €"
LG X Power 2 Dual (16GB),"110,00 €"
Ulefone S1 Pro (16GB),"65,62 €"
General Mobile GM 8 Go (16GB),"68,82 €"
LG K10 (2017) (16GB) Fingerprint,"149,90 €"
Archos Access 50S (8GB),"53,43 €"
Oukitel U23 (64GB),"263,00 €"
Lenovo Moto C Plus Dual (1GB/16GB),"125,00 €"
Blu Diva Flex,"34,89 €"
Elephone C1X (16GB),"125,00 €"
MaxCom MS456 (8GB),"189,99 €"
ZTE R340E,"54,29 €"
Samsung Galaxy S9+ Dual (128GB),"609,00 €"
Leagoo M9 (16GB),"85,00 €"
Fluo N (32GB),"148,00 €"
Emporia TALKsmart,"83,00 €"
Huawei Mate 10 Porsche Design (256GB),"596,90 €"
Doro Primo 366,"40,82 €"
Samsung Galaxy S10 (512GB),"1.190,00 €"
Sony Xperia XA2 Plus Dual (64GB),"359,00 €"
Meizu X8 (128GB),"285,00 €"
Hisense F22 (8GB),"109,99 €"
BlackView P2 (64GB),"133,82 €"
MaxCom MS457 Strong (16GB),"149,99 €"
Meizu 16th (64GB),"437,00 €"
Lenovo K5 Play (32GB),"114,90 €"
ZTE R341,"26,98 €"
Xiaomi Black Shark (64GB),"348,32 €"
Blaupunkt SM 02 (8GB),"81,40 €"
Apple iPhone 6s (128GB),"495,90 €"
Evelatus Wave,"48,40 €"
Alcatel U5 HD Premium (16GB),"86,90 €"
Emporia Pure,"59,46 €"
Alcatel 2008,"34,39 €"
Sony Xperia L2 (32GB),"149,00 €"
STK R45I,"18,50 €"
Gigaset GS100 (8GB),"79,00 €"
MaxCom MM135,"18,99 €"
Felix FPH-117,"23,70 €"
Sencor Element P004,"49,00 €"
MaxCom MM462,"32,99 €"
Doogee BL9000 (64GB),"299,00 €"
Archos Sense 55S (16GB),"83,99 €"
Alcatel 1054X,"15,03 €"
Asus ZenFone 5 Lite (SDM630),"267,00 €"
LG K10 (2017) (16GB),"132,00 €"
Ulefone U007 (8GB),"75,00 €"
Blackberry Key2 Dual (64GB),"630,90 €"
Blu Tank II,"27,60 €"
Samsung Galaxy S9 Dual (128GB),"613,40 €"
Fluo V2 (8GB),"63,00 €"
MLS Color Fingerprint 4G (16GB),"87,99 €"
Elari NanoPhone,"54,90 €"
MaxCom MM428,"22,98 €"
Archos Access 45 (8GB),"47,56 €"
Ulefone Power 2,"200,00 €"
Evelatus Rock,"59,90 €"
Blaupunkt SL 04 (8GB),"78,70 €"
Alcatel 3C (16GB),"81,90 €"
Evelatus EASY01,"19,90 €"
Olympia Mira,"69,44 €"
Doogee Y8 Plus Dual (32GB),"143,80 €"
Asus ZenFone 5Z (6GB/64GB),"599,00 €"
FlameFox Rock,"30,00 €"
Motorola Moto G5S Plus Dual (3GB/32GB),"158,80 €"
AGM X3 (64GB),"599,00 €"
ZTE Blade A7 Vita (32GB),"126,00 €"
Nokia 3 Dual (16GB),"126,00 €"
LG K8 (2017) (16GB),"110,25 €"
Samsung Galaxy J1 Mini Prime 4G (8GB),"75,00 €"
BlackView BV6000 (32GB),"177,00 €"
Doogee Mix Lite (16GB),"133,00 €"
Ken Xin Da W50 (8GB),"53,90 €"
Oukitel WP1 (64GB),"233,00 €"
Xiaomi Mi 6 (128GB),"449,00 €"
Alcatel 1054D,"19,95 €"
BlackView BV9000 (64GB),"230,19 €"
Doro 5030,"49,34 €"
Doro 8040 (16GB),"271,60 €"
TP-LINK Neffos X1 (32GB),"148,00 €"
Alcatel 2051D,"51,63 €"
MaxCom MM136,"19,99 €"
Ken Xin Da Ken X5 (16GB),"79,00 €"
Blackberry KEYone Bronze Edition Dual (64GB),"339,00 €"
Huawei Y5 (2018) (16GB),"99,90 €"
Lenovo Moto Z2 Play (64GB),"223,32 €"
MaxCom MM461,"36,90 €"
Meizu M8c (16GB),"132,00 €"
MLS MX Plus (32GB),"188,90 €"
Motorola Moto E5 Plus Dual (32GB),"177,32 €"
Hisense Infinity F24 (16GB),"119,99 €"
Lenovo Moto G5 Dual (2GB/16GB),"141,45 €"
Vivo V9 (64GB),"253,68 €"
Ken Xin Da R7 (8GB),"54,85 €"
Alcatel U3 3G 4049D (4GB),"49,90 €"
Doogee X30 (16GB),"95,90 €"
Lenovo Moto E4 Dual (16GB),"139,00 €"
Doogee S60 Lite (32GB),"229,99 €"
Doro 5516,"73,63 €"
HTC U Ultra Dual (64GB),"221,71 €"
Asus Zenfone 3S Max (ZC521TL),"225,00 €"
Sony Xperia XZ Dual (64GB),"330,00 €"
Nokia 8110 4G (4GB),"43,85 €"
MaxCom MM143,"37,99 €"
Nokia 1 (8GB),"60,00 €"
MaxCom Maxton Classic M55,"17,50 €"
Hisense F23 (16GB),"124,99 €"
Xiaomi Mi 5s (128GB),"301,00 €"
BlackView BV7000 Pro (64GB),"206,90 €"
MLS Phab 3G (8GB),"89,00 €"
MaxCom MS553 FS (16GB),"114,98 €"
Doogee X55 (16GB),"93,00 €"
Huawei Y7 (16GB),"132,00 €"
MLS Flame 4G 2018 (8GB),"69,90 €"
Lenovo Moto C Plus Dual (2GB/16GB),"117,12 €"
Meizu M5 (16GB),"162,00 €"
Nokia 3310 (2017) 3G Dual,"54,00 €"
MaxCom MS514 (8GB),"69,99 €"
Evelatus EF01,"29,50 €"
Sony Xperia XA1 (32GB),"189,74 €"
Blackberry DTEK60 (32GB),"239,84 €"
LG K4 (2017) (8GB),"79,90 €"
Leagoo M5 (16GB),"85,00 €"
Blackberry DTEK50 (16GB),"250,00 €"
Asus Zenfone AR (64GB),"989,00 €"
BlackView BV4000 (8GB),"148,90 €"
Zopo Flash X2 (16GB),"130,00 €"
Doogee X20 (1GB/16GB),"73,80 €"
MaxCom MM128,"19,99 €"
Vivo V7 (32GB),"260,60 €"
BlackView A8 Max (16GB),"79,00 €"
Vivo X20 Plus (64GB),"324,40 €"
Lenovo Moto C Dual (16GB),"89,90 €"
Ulefone Tiger 4G (16GB),"106,64 €"
eStar A18,"13,90 €"
Zopo Flash X1 (16GB),"117,90 €"
Alcatel 10.50D,"17,90 €"
MaxCom MM129,"17,88 €"
BlackView BV6000s (16GB),"127,00 €"
Asus ZenFone 3 Deluxe (64GB) (ZS550KL),"259,00 €"
Asus Zenfone Max Pro M1 (6GB/64GB),"256,00 €"
Lenovo Moto G4 Plus (16GB) Dual Sim,"149,91 €"
Huawei Nova Smart (16GB),"174,00 €"
Cubot R15 (16GB),"96,80 €"
Sony Xperia C5 Ultra Dual (16GB),"261,57 €"
MaxCom Smart MS514 FS (8GB),"79,99 €"
Nokia 2 Dual (8GB),"91,76 €"
Vernee Mars (32GB),"194,00 €"
Blu Tank 4,"44,90 €"
ZTE Blade V9,"172,00 €"
Zopo P5000 (64GB),"265,00 €"
MLS MX 4G (32GB),"118,89 €"
MaxCom Strong MM920,"64,00 €"
Blu Grand X (8GB),"117,88 €"
Vivo X20 (64GB),"305,20 €"
Ulefone U008 Pro (16GB),"96,72 €"
Zopo Z5000 (64GB),"235,00 €"
Motorola Moto E5 Plus Dual (16GB),"99,99 €"
General Mobile GM 5 Plus Dual (32GB),"225,00 €"
eStar A24,"24,99 €"
Ulefone S8 (16GB),"95,00 €"
Meizu Pro 6 Plus (64GB),"260,25 €"
MaxCom Strong MM899,"39,98 €"
Denver SDQ-55024L (16GB),"159,00 €"
Alcatel U5 Premium (16GB),"74,99 €"
Denver SDQ-50002G (16GB),"109,00 €"
Alcatel OneTouch Pop 4 (8GB),"60,00 €"
MaxCom Maxton Classic M60,"29,00 €"
FlameFox Simple1,"18,27 €"
ZTE Blade A6 (32GB),"157,48 €"
Ken Xin Da Ken J7 (8GB),"56,90 €"
Nokia 105 (2017),"23,90 €"
MLS Slice 4G (16GB),"69,00 €"
eStar A28,"22,00 €"
Google Pixel 2 (128GB),"513,36 €"
BlackView BV7000 (16GB),"168,00 €"
Ulefone Mix S (16GB),"90,00 €"
Alcatel A7 (32GB),"338,00 €"
Sony Xperia XZs Dual (64GB),"439,00 €"
ZTE Blade V7 Lite (16GB),"170,90 €"
Geotel A1 (8GB),"134,90 €"
Denver FAS-18100M,"32,90 €"
MaxCom Strong MM910,"44,90 €"
Wiko View (16GB),"141,86 €"
MaxCom MM141,"32,00 €"
Alcatel U5 Fingerprint (16GB),"88,35 €"
Alcatel U5 HD (8GB),"78,99 €"
Apple iPhone 6 (128GB),"594,59 €"
LG G6 Dual (64GB),"314,14 €"
Alcatel A2 XL (8GB),"86,69 €"
Powertech Aid+,"21,90 €"
MaxCom MM720,"39,99 €"
Alcatel U5 (8GB),"60,00 €"
Cubot X16 S (16GB),"105,00 €"
Huawei Y7 Prime (32GB),"253,00 €"
Denver WAS-18110M,"23,80 €"
VKworld New Stone V3,"41,90 €"
Blu Grand Max (8GB),"73,61 €"
Asus Zenfone Go ZB552KL (16GB),"169,80 €"
HTC U11 Life,"366,50 €"
MaxCom MS453 (8GB),"59,00 €"
Asus ZenFone 4 Selfie (ZD553KL),"265,00 €"
Blu Joy,"41,90 €"
ZTE Blade V8 Lite (16GB),"129,00 €"
Blaupunkt FM 02,"26,30 €"
Blu Vivo 5R (32GB),"142,47 €"
Elephone C1Max (32GB),"147,00 €"
Meizu M5s (16GB),"119,90 €"
Doogee Mix (6GB/64GB),"236,00 €"
Doogee Mix (4GB/64GB),"184,00 €"
MLS Alu 5.5 3G (8GB),"87,29 €"
Alcatel OneTouch Pixi 4 (6) (16GB),"180,00 €"
Hisense F30 Pureshot Lite (16GB),"129,99 €"
"Alcatel OneTouch Pixi 4 (4"") (4GB)","49,84 €"
LG G6 Dual (32GB),"269,40 €"
Lenovo Moto C (16GB),"89,81 €"
Alcatel A3 (16GB),"169,90 €"
LG K8 Dual (2017) (16GB),"134,80 €"
Asus ZenFone 3 Deluxe (32GB) (ZS550KL),"449,00 €"
Alcatel U3 2018 (4GB),"45,79 €"
Meizu M5 (32GB),"139,90 €"
Ulefone Armor (32GB),"195,00 €"
Meizu Pro 6s (64GB),"243,16 €"
Ulefone U007 Pro (8GB),"82,90 €"
Ulefone Power (16GB),"208,12 €"
Lenovo A7700 (16GB),"222,00 €"
Energizer Energy 100,"29,89 €"
Samsung Galaxy A7 (16GB),"390,50 €"
Lenovo Moto Z (64GB),"370,00 €"
Lenovo C2 (8GB),"120,00 €"
Vivo Y55 (16GB),"280,00 €"
General Mobile GM 5 Dual (16GB),"125,90 €"
HTC U Play (64GB),"205,00 €"
Vivo Y66 (32GB),"299,00 €"
Vivo X9 (64GB),"448,00 €"
Elephone R9 (3GB/32GB),"239,73 €"
MaxCom MM715BB & Βραχιόλι SOS,"89,99 €"
Ulefone Armor 2 (64GB),"215,61 €"
Asus Zenfone 3 (32GB),"238,90 €"
MLS F5 (16GB),"69,00 €"
LG K4 Dual (2017) (8GB),"84,90 €"
MLS iQTalk Titan 4G (16GB),"149,00 €"
VKworld Z3310,"46,90 €"
MLS Status 4G Dual (8GB),"79,00 €"
Blu Pure XR (64GB),"323,34 €"
Ulefone Gemini (32GB),"119,00 €"
LG Q Stylus+ (64GB),"342,00 €"
Fluo V Plus (16GB),"59,00 €"
Blackberry Leap (16GB),"242,90 €"
Blaupunkt FM 01 Slider,"43,90 €"
HTC One S9 (16GB),"360,00 €"
CAT B25 Dual,"46,30 €"
Meizu M3E (32GB),"220,00 €"
HTC 10 evo,"318,00 €"
Ulefone Tiger 3G (16GB),"79,00 €"
MLS Ruby 4G (16GB),"169,00 €"
Elari CardPhone,"34,90 €"
MLS Easy S (8GB),"69,91 €"
FlameFox Easy2,"14,50 €"
HTC Desire 830 (32GB),"200,00 €"
Alcatel OneTouch 1052G,"17,11 €"
MLS Diamond 4G Fingerprint TS Dual (32GB),"299,90 €"
ZTE Blade A520 (16GB),"89,57 €"
Alcatel OneTouch Pixi 4 (6) 3G (8GB),"80,60 €"
Blu Z3 Music,"19,90 €"
MLS Fab 4G (8GB),"49,90 €"
Alcatel OneTouch 1016D,"15,90 €"
Alcatel OneTouch 1052D,"22,90 €"
